÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2021-01-19,59.2917,60.4721,56.8176,57.6659,-2.7002,-4.4731,"26,954,815","2,225,004,544"
600760,÷–∫Ω…Ú∑…,2021-01-20,57.2559,59.9702,56.7611,59.2422,1.5763,2.7335,"21,682,706","1,798,007,552"
600760,÷–∫Ω…Ú∑…,2021-01-21,59.1786,60.3166,57.8921,59.5461,0.3040,0.5131,"28,011,866","2,343,208,544"
600760,÷–∫Ω…Ú∑…,2021-01-22,59.0937,61.4617,58.1536,61.4547,1.9085,3.2051,"33,124,378","2,804,715,424"
600760,÷–∫Ω…Ú∑…,2021-01-25,62.9108,67.3782,62.8260,64.0842,2.6295,4.2788,"38,823,947","3,566,097,616"
600760,÷–∫Ω…Ú∑…,2021-01-26,62.8260,63.4551,57.6729,57.6729,-6.4113,-10.0044,"33,831,207","2,840,004,304"
600760,÷–∫Ω…Ú∑…,2021-01-27,56.6197,58.3020,55.6937,56.9661,-0.7069,-1.2256,"19,013,031","1,530,008,432"
600760,÷–∫Ω…Ú∑…,2021-01-28,55.6301,57.4750,54.6900,55.3615,-1.6046,-2.8167,"19,374,684","1,536,292,432"
600760,÷–∫Ω…Ú∑…,2021-01-29,55.7715,56.3935,52.9652,54.3295,-1.0320,-1.8641,"19,985,173","1,546,696,848"
600760,÷–∫Ω…Ú∑…,2021-02-01,54.4284,55.9482,54.4143,55.2060,0.8765,1.6133,"12,191,957","952,641,344"
600760,÷–∫Ω…Ú∑…,2021-02-02,55.8422,57.2205,54.6405,56.7045,1.4986,2.7145,"15,764,105","1,250,891,008"
600760,÷–∫Ω…Ú∑…,2021-02-03,56.7611,56.7611,53.0501,53.3045,-3.4000,-5.9960,"18,918,773","1,458,969,152"
600760,÷–∫Ω…Ú∑…,2021-02-04,52.7037,54.0750,52.1170,52.8733,-0.4312,-0.8089,"14,471,584","1,084,992,976"
600760,÷–∫Ω…Ú∑…,2021-02-05,53.7216,54.3436,51.5303,51.6222,-1.2512,-2.3663,"12,221,923","913,770,048"
600760,÷–∫Ω…Ú∑…,2021-02-08,52.1947,53.2975,50.9083,53.0218,1.3996,2.7112,"12,439,044","924,056,384"
600760,÷–∫Ω…Ú∑…,2021-02-09,53.6297,58.3233,52.8451,58.3162,5.2944,9.9853,"25,331,951","2,020,249,952"
600760,÷–∫Ω…Ú∑…,2021-02-10,58.1041,58.1041,55.2060,57.1287,-1.1875,-2.0364,"21,771,343","1,737,668,704"
600760,÷–∫Ω…Ú∑…,2021-02-18,57.2630,57.8355,55.8351,56.7611,-0.3676,-0.6434,"14,855,673","1,190,889,488"
600760,÷–∫Ω…Ú∑…,2021-02-19,56.9025,58.6696,56.6197,57.6588,0.8977,1.5816,"15,098,988","1,227,968,784"
600760,÷–∫Ω…Ú∑…,2021-02-22,57.6800,57.7790,52.8521,53.0854,-4.5734,-7.9318,"21,953,778","1,707,483,536"
600760,÷–∫Ω…Ú∑…,2021-02-23,51.6363,55.9694,51.3536,55.2272,2.1418,4.0346,"20,522,517","1,584,624,320"
600760,÷–∫Ω…Ú∑…,2021-02-24,55.7927,57.2064,54.9232,56.5420,1.3148,2.3807,"19,490,169","1,549,185,600"
600760,÷–∫Ω…Ú∑…,2021-02-25,56.5490,61.3557,55.8775,59.9420,3.4000,6.0133,"27,631,844","2,304,190,080"
600760,÷–∫Ω…Ú∑…,2021-02-26,58.3657,60.5075,55.8422,57.3266,-2.6154,-4.3632,"23,186,885","1,898,046,032"
600760,÷–∫Ω…Ú∑…,2021-03-01,57.7153,58.3091,55.7573,58.3091,0.9825,1.7139,"14,926,732","1,207,391,552"
600760,÷–∫Ω…Ú∑…,2021-03-02,58.5636,59.5249,56.7116,59.4048,1.0956,1.8790,"19,570,732","1,613,318,240"
600760,÷–∫Ω…Ú∑…,2021-03-03,58.1041,59.1503,57.6093,58.6696,-0.7351,-1.2375,"11,741,999","970,465,552"
600760,÷–∫Ω…Ú∑…,2021-03-04,58.1677,60.4721,56.7257,57.1852,-1.4844,-2.5301,"17,627,557","1,465,838,960"
600760,÷–∫Ω…Ú∑…,2021-03-05,55.6584,55.6867,51.4737,51.9261,-5.2591,-9.1965,"24,636,426","1,850,560,352"
600760,÷–∫Ω…Ú∑…,2021-03-08,51.9332,52.2372,46.7307,46.7307,-5.1954,-10.0054,"28,037,279","1,921,330,768"
600760,÷–∫Ω…Ú∑…,2021-03-09,45.9461,46.3702,42.4895,43.6629,-3.0678,-6.5648,"21,803,985","1,363,529,696"
600760,÷–∫Ω…Ú∑…,2021-03-10,44.5324,45.0272,42.9702,43.3943,-0.2686,-0.6152,"14,753,616","910,940,336"
600760,÷–∫Ω…Ú∑…,2021-03-11,43.4438,45.0130,42.8005,44.5889,1.1946,2.7529,"13,964,953","872,969,648"
600760,÷–∫Ω…Ú∑…,2021-03-12,44.5606,44.5606,42.8500,43.9103,-0.6786,-1.5219,"11,149,174","687,257,232"
600760,÷–∫Ω…Ú∑…,2021-03-15,43.8608,44.6949,42.6309,43.2741,-0.6362,-1.4488,"11,758,992","726,735,856"
600760,÷–∫Ω…Ú∑…,2021-03-16,43.1186,43.7477,42.0583,42.7369,-0.5372,-1.2414,"9,330,865","565,522,944"
600760,÷–∫Ω…Ú∑…,2021-03-17,42.9419,43.6064,42.5531,43.0479,0.3110,0.7278,"8,121,502","495,751,216"
600760,÷–∫Ω…Ú∑…,2021-03-18,42.7652,44.3556,42.6733,43.6700,0.6220,1.4450,"10,891,920","672,081,808"
600760,÷–∫Ω…Ú∑…,2021-03-19,42.9702,46.6529,42.7086,44.8858,1.2158,2.7841,"21,914,372","1,390,924,416"
600760,÷–∫Ω…Ú∑…,2021-03-22,44.3910,44.8363,43.3166,44.5677,-0.3181,-0.7087,"12,735,856","794,945,232"
600760,÷–∫Ω…Ú∑…,2021-03-23,44.3556,45.4301,44.0729,45.2251,0.6574,1.4750,"11,362,944","722,009,184"
600760,÷–∫Ω…Ú∑…,2021-03-24,44.8575,45.6633,42.1785,42.7511,-2.4740,-5.4705,"15,979,905","979,409,744"
600760,÷–∫Ω…Ú∑…,2021-03-25,42.4118,43.4579,42.0654,42.6945,-0.0565,-0.1323,"8,658,524","524,181,712"
600760,÷–∫Ω…Ú∑…,2021-03-26,42.6945,44.2213,42.6380,44.0163,1.3218,3.0960,"10,651,748","659,351,840"
600760,÷–∫Ω…Ú∑…,2021-03-29,44.7515,45.7623,44.2991,44.4687,0.4524,1.0278,"12,333,982","785,147,552"
600760,÷–∫Ω…Ú∑…,2021-03-30,47.1972,48.9149,46.1581,48.9149,4.4462,9.9984,"30,227,654","2,067,119,952"
600760,÷–∫Ω…Ú∑…,2021-03-31,48.5615,48.8442,45.6492,45.8825,-3.0324,-6.1994,"27,391,696","1,813,264,752"
600760,÷–∫Ω…Ú∑…,2021-04-01,46.3207,47.0771,45.6139,46.9922,1.1098,2.4187,"13,183,089","865,576,496"
600760,÷–∫Ω…Ú∑…,2021-04-02,46.4833,47.5012,45.8047,46.7166,-0.2757,-0.5867,"13,360,799","879,020,560"
600760,÷–∫Ω…Ú∑…,2021-04-06,46.7590,47.7769,46.7590,47.3386,0.6220,1.3315,"12,251,066","819,081,424"
600760,÷–∫Ω…Ú∑…,2021-04-07,46.8650,46.9357,45.7906,46.1369,-1.2017,-2.5385,"10,992,133","717,193,968"
600760,÷–∫Ω…Ú∑…,2021-04-08,45.8542,46.7660,45.3028,46.3419,0.2050,0.4443,"8,934,303","583,216,864"
600760,÷–∫Ω…Ú∑…,2021-04-09,46.6459,47.4658,45.6916,45.7623,-0.5796,-1.2508,"12,342,852","813,877,280"
600760,÷–∫Ω…Ú∑…,2021-04-12,45.1615,45.6563,43.0267,43.3448,-2.4175,-5.2827,"15,844,291","989,425,312"
600760,÷–∫Ω…Ú∑…,2021-04-13,43.1116,44.0941,42.9419,43.8043,0.4595,1.0600,"8,010,120","494,092,560"
600760,÷–∫Ω…Ú∑…,2021-04-14,43.3307,44.3274,43.3307,44.3132,0.5089,1.1618,"6,884,341","428,915,376"
600760,÷–∫Ω…Ú∑…,2021-04-15,44.0517,44.5324,43.6983,44.4051,0.0919,0.2074,"5,641,661","351,992,256"
600760,÷–∫Ω…Ú∑…,2021-04-16,44.4263,44.8080,43.9881,44.3981,-0.0071,-0.0159,"5,785,965","362,749,168"
600760,÷–∫Ω…Ú∑…,2021-04-19,44.4122,45.5927,43.6841,45.5714,1.1734,2.6429,"11,902,689","757,238,208"
600760,÷–∫Ω…Ú∑…,2021-04-20,45.1049,46.2288,44.7303,45.3099,-0.2615,-0.5739,"11,294,739","726,604,400"
600760,÷–∫Ω…Ú∑…,2021-04-21,44.8363,45.0060,43.8820,44.4122,-0.8977,-1.9813,"9,331,047","585,997,680"
600760,÷–∫Ω…Ú∑…,2021-04-22,44.5324,45.1332,44.1082,44.2496,-0.1626,-0.3661,"8,220,721","517,882,944"
600760,÷–∫Ω…Ú∑…,2021-04-23,44.0658,44.6879,43.9103,44.3768,0.1272,0.2875,"7,054,229","442,441,200"
600760,÷–∫Ω…Ú∑…,2021-04-26,44.4829,46.1652,44.4687,44.7939,0.4170,0.9398,"13,695,148","879,817,456"
600760,÷–∫Ω…Ú∑…,2021-04-27,44.5041,44.5041,43.0409,43.6064,-1.1875,-2.6511,"9,266,172","572,366,400"
600760,÷–∫Ω…Ú∑…,2021-04-28,43.2035,44.0305,43.1964,43.8891,0.2827,0.6484,"6,265,593","386,935,088"
600760,÷–∫Ω…Ú∑…,2021-04-29,43.9881,44.4193,43.4721,43.5993,-0.2898,-0.6603,"7,522,713","466,647,168"
600760,÷–∫Ω…Ú∑…,2021-04-30,41.7403,42.3482,39.2450,40.8143,-2.7850,-6.3878,"28,218,116","1,609,375,232"
600760,÷–∫Ω…Ú∑…,2021-05-06,40.3689,43.7477,40.1286,43.1186,2.3044,5.6460,"19,060,690","1,140,479,024"
600760,÷–∫Ω…Ú∑…,2021-05-07,43.0479,44.1294,42.6238,43.3166,0.1979,0.4590,"10,503,278","645,015,824"
600760,÷–∫Ω…Ú∑…,2021-05-10,43.2883,43.4226,42.1290,43.3236,0.0071,0.0163,"9,172,873","553,986,864"
600760,÷–∫Ω…Ú∑…,2021-05-11,43.1257,47.6567,42.9136,47.6496,4.3260,9.9853,"31,088,930","2,039,124,320"
600760,÷–∫Ω…Ú∑…,2021-05-12,46.7943,47.2043,45.6421,46.3985,-1.2511,-2.6257,"16,369,532","1,072,910,048"
600760,÷–∫Ω…Ú∑…,2021-05-13,45.8401,48.3141,45.6633,46.0804,-0.3181,-0.6856,"18,650,567","1,237,857,568"
600760,÷–∫Ω…Ú∑…,2021-05-14,46.2712,49.8126,45.3099,49.1977,3.1173,6.7648,"26,156,435","1,788,689,040"
600760,÷–∫Ω…Ú∑…,2021-05-17,49.5511,50.5972,48.7877,49.3249,0.1272,0.2586,"22,404,304","1,569,697,136"
600760,÷–∫Ω…Ú∑…,2021-05-18,48.9149,52.3997,48.4625,51.6010,2.2761,4.6145,"23,540,288","1,706,039,488"
600760,÷–∫Ω…Ú∑…,2021-05-19,50.9648,52.4422,50.6679,51.1627,-0.4383,-0.8493,"15,908,083","1,157,588,336"
600760,÷–∫Ω…Ú∑…,2021-05-20,51.3536,52.9299,50.7528,50.9083,-0.2545,-0.4974,"15,340,201","1,121,896,544"
600760,÷–∫Ω…Ú∑…,2021-05-21,51.3041,51.4596,49.0139,49.5299,-1.3784,-2.7076,"14,880,531","1,044,718,864"
600760,÷–∫Ω…Ú∑…,2021-05-24,49.6783,50.8446,49.3532,50.3498,0.8200,1.6555,"9,702,529","689,026,976"
600760,÷–∫Ω…Ú∑…,2021-05-25,50.3145,54.3578,49.5723,53.5731,3.2233,6.4018,"22,915,832","1,707,586,720"
600760,÷–∫Ω…Ú∑…,2021-05-26,53.5095,55.1353,52.9440,53.6226,0.0495,0.0924,"17,073,708","1,304,244,512"
600760,÷–∫Ω…Ú∑…,2021-05-27,53.5166,54.4991,53.0147,53.3257,-0.2969,-0.5537,"11,424,933","865,241,536"
600760,÷–∫Ω…Ú∑…,2021-05-28,52.9440,54.0679,52.2089,53.5519,0.2262,0.4242,"10,938,129","824,743,632"
600760,÷–∫Ω…Ú∑…,2021-05-31,53.5802,55.7291,53.0501,54.9798,1.4279,2.6663,"15,729,360","1,214,211,200"
600760,÷–∫Ω…Ú∑…,2021-06-01,54.5062,55.6513,53.3257,53.3823,-1.5975,-2.9056,"13,640,858","1,047,152,464"
600760,÷–∫Ω…Ú∑…,2021-06-02,53.3681,54.1598,51.4879,51.6363,-1.7459,-3.2706,"14,846,667","1,104,607,408"
600760,÷–∫Ω…Ú∑…,2021-06-03,51.5444,52.3078,50.7386,50.8871,-0.7493,-1.4511,"12,763,856","927,603,040"
600760,÷–∫Ω…Ú∑…,2021-06-04,50.7528,53.7145,50.6467,52.9440,2.0570,4.0422,"18,766,161","1,400,921,344"
600760,÷–∫Ω…Ú∑…,2021-06-07,53.6367,54.8526,52.9652,53.7216,0.7775,1.4686,"14,138,916","1,077,237,488"
600760,÷–∫Ω…Ú∑…,2021-06-08,53.0571,54.9939,53.0571,54.8172,1.0956,2.0395,"15,815,998","1,215,153,680"
600760,÷–∫Ω…Ú∑…,2021-06-09,55.8563,57.2205,54.4638,56.0472,1.2299,2.2437,"22,741,927","1,795,521,408"
600760,÷–∫Ω…Ú∑…,2021-06-10,56.0542,57.1640,55.3756,56.2733,0.2262,0.4036,"14,981,032","1,195,414,432"
600760,÷–∫Ω…Ú∑…,2021-06-11,56.2804,56.2875,53.1561,53.4035,-2.8699,-5.0999,"17,357,605","1,331,241,024"
600760,÷–∫Ω…Ú∑…,2021-06-15,52.9157,54.3648,52.3432,53.4600,0.0565,0.1059,"10,272,975","777,947,952"
600760,÷–∫Ω…Ú∑…,2021-06-16,53.4459,54.5345,51.0426,53.1349,-0.3252,-0.6082,"12,669,346","947,046,352"
600760,÷–∫Ω…Ú∑…,2021-06-17,53.1561,53.7781,52.3432,53.7216,0.5867,1.1042,"8,415,417","632,946,544"
600760,÷–∫Ω…Ú∑…,2021-06-18,53.7216,56.5349,53.3187,55.4605,1.7389,3.2368,"15,247,216","1,191,657,584"
600760,÷–∫Ω…Ú∑…,2021-06-21,55.7573,60.0833,55.6513,60.0127,4.5522,8.2080,"22,634,019","1,850,391,904"
600760,÷–∫Ω…Ú∑…,2021-06-22,60.1187,60.1540,57.6235,58.8039,-1.2087,-2.0141,"18,028,198","1,498,585,680"
600760,÷–∫Ω…Ú∑…,2021-06-23,58.4434,59.8430,58.0476,59.6168,0.8129,1.3824,"13,924,390","1,164,968,240"
600760,÷–∫Ω…Ú∑…,2021-06-24,60.3642,61.5354,58.3594,58.6968,-0.9200,-1.5432,"18,030,169","1,083,727,760"
600760,÷–∫Ω…Ú∑…,2021-06-25,57.1683,59.1831,55.4513,59.1831,0.4863,0.8285,"22,190,443","1,284,160,400"
600760,÷–∫Ω…Ú∑…,2021-06-28,59.6695,60.2848,58.2303,59.1931,0.0099,0.0168,"18,446,193","1,098,712,016"
600760,÷–∫Ω…Ú∑…,2021-06-29,58.5976,59.9970,58.5976,58.6472,-0.5459,-0.9222,"15,649,408","933,888,032"
600760,÷–∫Ω…Ú∑…,2021-06-30,58.2601,59.8481,57.1187,59.8481,1.2009,2.0477,"19,405,946","1,145,501,712"
600760,÷–∫Ω…Ú∑…,2021-07-01,60.9399,61.8927,55.5406,55.7590,-4.0891,-6.8325,"32,207,223","1,876,664,688"
600760,÷–∫Ω…Ú∑…,2021-07-02,54.6871,54.7169,50.4193,51.7790,-3.9800,-7.1378,"36,890,648","1,935,687,712"
600760,÷–∫Ω…Ú∑…,2021-07-05,51.2927,52.3249,50.7865,50.9553,-0.8238,-1.5909,"16,359,629","847,111,056"
600760,÷–∫Ω…Ú∑…,2021-07-06,50.9652,52.3944,49.9826,52.2356,1.2803,2.5127,"18,452,587","953,835,984"
600760,÷–∫Ω…Ú∑…,2021-07-07,51.6103,57.4562,51.4118,57.4562,5.2206,9.9943,"44,885,002","2,534,415,280"
600760,÷–∫Ω…Ú∑…,2021-07-08,57.7639,63.2028,57.4562,63.2028,5.7466,10.0017,"48,587,694","3,029,648,848"
600760,÷–∫Ω…Ú∑…,2021-07-09,64.5129,66.2399,62.4286,64.4335,1.2307,1.9472,"73,113,859","4,751,387,904"
600760,÷–∫Ω…Ú∑…,2021-07-12,64.5824,66.8949,63.1035,65.7337,1.3002,2.0179,"46,445,176","3,053,861,312"
600760,÷–∫Ω…Ú∑…,2021-07-13,65.1977,67.5500,64.8603,66.5972,0.8635,1.3136,"33,376,619","2,224,436,528"
600760,÷–∫Ω…Ú∑…,2021-07-14,66.2696,67.2721,63.2723,63.5204,-3.0768,-4.6200,"41,486,151","2,693,999,344"
600760,÷–∫Ω…Ú∑…,2021-07-15,64.3541,65.4061,62.3790,64.0166,0.4963,0.7812,"26,793,681","1,716,322,384"
600760,÷–∫Ω…Ú∑…,2021-07-16,63.5005,68.4134,62.5974,66.6964,2.6798,4.1860,"55,075,161","3,686,615,328"
600760,÷–∫Ω…Ú∑…,2021-07-19,66.4979,66.9445,63.4211,64.5327,-2.1637,-3.2440,"37,640,896","2,449,423,472"
600760,÷–∫Ω…Ú∑…,2021-07-20,63.4211,65.8627,62.9249,64.8900,0.3573,0.5537,"29,359,662","1,903,417,424"
600760,÷–∫Ω…Ú∑…,2021-07-21,64.4533,68.3638,64.1159,66.7560,1.8659,2.8755,"35,248,531","2,366,951,760"
600760,÷–∫Ω…Ú∑…,2021-07-22,66.2299,70.4679,65.3069,69.3762,2.6202,3.9251,"37,771,391","2,584,576,688"
600760,÷–∫Ω…Ú∑…,2021-07-23,69.3563,76.1054,67.8576,73.2172,3.8410,5.5365,"51,729,651","3,708,774,992"
600760,÷–∫Ω…Ú∑…,2021-07-26,73.4454,78.2889,70.4679,70.4679,-2.7492,-3.7549,"68,521,321","5,171,491,840"
600760,÷–∫Ω…Ú∑…,2021-07-27,70.0312,73.9218,67.9569,68.0363,-2.4316,-3.4507,"58,864,307","4,199,252,736"
600760,÷–∫Ω…Ú∑…,2021-07-28,66.8949,67.0041,62.5279,64.5129,-3.5234,-5.1787,"44,268,546","2,874,769,984"
600760,÷–∫Ω…Ú∑…,2021-07-29,66.4979,70.5176,65.5451,69.6342,5.1213,7.9385,"46,129,068","3,165,764,224"
600760,÷–∫Ω…Ú∑…,2021-07-30,69.3960,70.7558,66.2200,67.3217,-2.3125,-3.3210,"34,398,100","2,368,273,200"
600760,÷–∫Ω…Ú∑…,2021-08-02,68.4035,72.9095,66.6170,71.5101,4.1884,6.2214,"38,455,689","2,730,423,424"
600760,÷–∫Ω…Ú∑…,2021-08-03,71.4505,74.4677,69.9022,71.6689,0.1588,0.2221,"39,558,515","2,877,184,992"
600760,÷–∫Ω…Ú∑…,2021-08-04,70.9642,75.5396,70.6764,74.5372,2.8683,4.0022,"35,495,055","2,635,246,000"
600760,÷–∫Ω…Ú∑…,2021-08-05,74.6861,77.4155,73.4454,74.5968,0.0596,0.0799,"49,554,741","3,780,353,392"
600760,÷–∫Ω…Ú∑…,2021-08-06,73.7730,74.8350,70.9642,74.0608,-0.5359,-0.7185,"39,860,400","2,925,159,296"
600760,÷–∫Ω…Ú∑…,2021-08-09,74.0608,76.6711,73.0286,74.0608,0.0000,0.0000,"27,988,411","2,104,140,288"
600760,÷–∫Ω…Ú∑…,2021-08-10,72.9988,77.9911,72.9988,76.2145,2.1537,2.9081,"44,225,405","3,406,033,488"
600760,÷–∫Ω…Ú∑…,2021-08-11,75.4305,76.6612,73.8722,74.8350,-1.3796,-1.8101,"30,458,977","2,295,532,352"
600760,÷–∫Ω…Ú∑…,2021-08-12,74.4082,74.9243,71.1428,71.4505,-3.3845,-4.5226,"28,951,487","2,110,824,928"
600760,÷–∫Ω…Ú∑…,2021-08-13,71.0138,73.9814,69.9717,71.8475,0.3970,0.5556,"28,733,913","2,089,323,584"
600760,÷–∫Ω…Ú∑…,2021-08-16,71.8078,73.0484,70.4679,71.3612,-0.4863,-0.6769,"18,416,416","1,334,068,352"
600760,÷–∫Ω…Ú∑…,2021-08-17,71.4604,72.8797,70.0511,70.4679,-0.8933,-1.2517,"22,364,104","1,613,408,496"
600760,÷–∫Ω…Ú∑…,2021-08-18,70.7657,76.0061,69.8724,74.4380,3.9700,5.6338,"41,675,200","3,102,472,656"
600760,÷–∫Ω…Ú∑…,2021-08-19,73.9417,76.4230,72.4629,74.8647,0.4268,0.5733,"29,089,399","2,195,188,592"
600760,÷–∫Ω…Ú∑…,2021-08-20,73.6241,75.6786,72.2544,72.4728,-2.3919,-3.1950,"26,015,449","1,922,941,376"
600760,÷–∫Ω…Ú∑…,2021-08-23,73.7432,79.7181,72.6713,79.0928,6.6200,9.1345,"54,497,294","4,288,339,568"
600760,÷–∫Ω…Ú∑…,2021-08-24,76.4230,79.8967,73.3760,79.4005,0.3077,0.3890,"50,830,845","3,917,553,280"
600760,÷–∫Ω…Ú∑…,2021-08-25,78.4080,80.5915,75.8969,78.3087,-1.0918,-1.3750,"25,761,241","2,023,819,744"
600760,÷–∫Ω…Ú∑…,2021-08-26,77.8125,79.7181,76.4031,76.9490,-1.3597,-1.7364,"21,956,152","1,726,340,576"
600760,÷–∫Ω…Ú∑…,2021-08-27,76.4329,77.0979,74.7159,75.8275,-1.1215,-1.4575,"20,465,809","1,560,063,952"
600760,÷–∫Ω…Ú∑…,2021-08-30,77.3162,83.0529,77.3162,80.0555,4.2281,5.5759,"37,223,322","2,999,586,304"
600760,÷–∫Ω…Ú∑…,2021-08-31,83.8668,85.1173,79.0035,81.4351,1.3796,1.7233,"41,134,926","3,403,832,960"
600760,÷–∫Ω…Ú∑…,2021-09-01,82.7551,83.3507,74.4479,79.2020,-2.2331,-2.7422,"36,715,036","2,905,622,080"
600760,÷–∫Ω…Ú∑…,2021-09-02,77.6239,80.5022,77.6140,79.4104,0.2084,0.2632,"16,619,265","1,330,073,680"
600760,÷–∫Ω…Ú∑…,2021-09-03,79.2913,80.0952,73.4752,74.3585,-5.0519,-6.3617,"32,282,824","2,461,077,344"
600760,÷–∫Ω…Ú∑…,2021-09-06,73.3462,74.9342,71.2917,74.2395,-0.1191,-0.1602,"23,353,051","1,726,346,752"
600760,÷–∫Ω…Ú∑…,2021-09-07,74.1402,76.3336,73.4554,74.5372,0.2977,0.4011,"17,571,289","1,327,036,336"
600760,÷–∫Ω…Ú∑…,2021-09-08,74.6166,75.2022,72.2544,72.6514,-1.8858,-2.5300,"20,188,600","1,487,827,168"
600760,÷–∫Ω…Ú∑…,2021-09-09,72.3338,76.9093,71.7681,76.2840,3.6326,5.0000,"26,328,075","1,968,324,640"
600760,÷–∫Ω…Ú∑…,2021-09-10,76.2840,76.2840,73.8425,74.3685,-1.9155,-2.5111,"21,037,667","1,585,844,048"
600760,÷–∫Ω…Ú∑…,2021-09-13,74.3685,75.4205,71.8376,72.7507,-1.6178,-2.1754,"15,411,506","1,135,592,224"
600760,÷–∫Ω…Ú∑…,2021-09-14,73.3263,74.6960,71.8574,72.3537,-0.3970,-0.5457,"18,137,672","1,333,577,488"
600760,÷–∫Ω…Ú∑…,2021-09-15,72.0361,73.6737,69.4953,72.7408,0.3871,0.5350,"20,459,725","1,474,331,280"
600760,÷–∫Ω…Ú∑…,2021-09-16,72.2544,73.2370,70.4679,70.7061,-2.0346,-2.7971,"13,232,044","955,529,120"
600760,÷–∫Ω…Ú∑…,2021-09-17,70.8153,71.7185,66.4979,69.1876,-1.5185,-2.1477,"20,177,009","1,401,100,016"
600760,÷–∫Ω…Ú∑…,2021-09-22,68.1951,72.7507,67.5897,70.8550,1.6674,2.4100,"16,826,056","1,201,933,600"
600760,÷–∫Ω…Ú∑…,2021-09-23,70.8749,74.2395,70.8749,73.7432,2.8882,4.0762,"23,403,384","1,724,586,800"
600760,÷–∫Ω…Ú∑…,2021-09-24,73.4057,74.1799,72.5621,72.9194,-0.8238,-1.1171,"11,707,366","863,588,800"
600760,÷–∫Ω…Ú∑…,2021-09-27,72.3537,73.3958,68.2646,70.1900,-2.7294,-3.7430,"17,397,237","1,233,507,184"
600760,÷–∫Ω…Ú∑…,2021-09-28,70.1106,71.0138,69.6441,69.7136,-0.4764,-0.6787,"11,741,402","831,928,208"
600760,÷–∫Ω…Ú∑…,2021-09-29,69.0586,69.6441,65.8032,65.8131,-3.9006,-5.5951,"17,005,361","1,150,081,712"
600760,÷–∫Ω…Ú∑…,2021-09-30,66.4880,68.1653,66.4284,67.8279,2.0148,3.0614,"11,576,534","789,395,184"
600760,÷–∫Ω…Ú∑…,2021-10-08,68.3837,68.6616,65.5352,66.1009,-1.7270,-2.5461,"10,736,201","722,563,376"
600760,÷–∫Ω…Ú∑…,2021-10-11,66.5475,69.6243,66.2498,67.2026,1.1017,1.6667,"13,995,279","958,331,360"
600760,÷–∫Ω…Ú∑…,2021-10-12,66.9942,66.9942,63.9273,64.8305,-2.3721,-3.5298,"13,585,142","894,008,160"
600760,÷–∫Ω…Ú∑…,2021-10-13,60.5429,63.9472,59.6000,63.6990,-1.1315,-1.7453,"26,589,158","1,658,078,464"
600760,÷–∫Ω…Ú∑…,2021-10-14,62.8723,67.9982,62.6935,66.7068,3.0078,4.7219,"21,855,706","1,462,036,608"
600760,÷–∫Ω…Ú∑…,2021-10-15,66.6969,67.2035,66.0412,66.6174,-0.0894,-0.1340,"10,828,825","727,048,576"
600760,÷–∫Ω…Ú∑…,2021-10-18,66.6671,69.1009,66.6571,68.5943,1.9769,2.9675,"11,966,628","821,316,352"
600760,÷–∫Ω…Ú∑…,2021-10-19,68.6340,68.8228,66.8260,67.4121,-1.1821,-1.7234,"10,823,837","735,161,376"
600760,÷–∫Ω…Ú∑…,2021-10-20,67.4121,68.9022,67.2433,68.8128,1.4007,2.0778,"11,812,259","812,135,824"
600760,÷–∫Ω…Ú∑…,2021-10-21,68.0976,69.0413,67.2333,68.1075,-0.7053,-1.0250,"8,636,747","589,715,648"
600760,÷–∫Ω…Ú∑…,2021-10-22,68.0479,68.7035,67.2731,68.3956,0.2881,0.4230,"7,383,626","505,987,408"
600760,÷–∫Ω…Ú∑…,2021-10-25,68.8724,70.3824,68.0479,70.0546,1.6590,2.4256,"13,601,131","950,311,168"
600760,÷–∫Ω…Ú∑…,2021-10-26,70.0049,70.7301,69.5082,70.3228,0.2682,0.3829,"10,132,617","715,375,648"
600760,÷–∫Ω…Ú∑…,2021-10-27,71.5248,72.5182,70.0744,71.4950,1.1722,1.6669,"15,989,658","1,147,316,544"
600760,÷–∫Ω…Ú∑…,2021-10-28,70.5413,73.7103,70.5314,72.2003,0.7053,0.9865,"16,537,223","1,201,961,888"
600760,÷–∫Ω…Ú∑…,2021-10-29,72.5182,75.2699,70.7599,75.0017,2.8014,3.8800,"25,761,410","1,917,787,376"
600760,÷–∫Ω…Ú∑…,2021-11-01,76.5315,78.0614,74.3858,75.0017,0.0000,0.0000,"27,956,531","2,146,927,552"
600760,÷–∫Ω…Ú∑…,2021-11-02,75.4984,79.5912,75.2004,77.9521,2.9504,3.9338,"30,317,329","2,366,764,528"
600760,÷–∫Ω…Ú∑…,2021-11-03,76.9885,77.1872,73.9785,76.6110,-1.3411,-1.7204,"20,048,627","1,525,964,512"
600760,÷–∫Ω…Ú∑…,2021-11-04,76.0944,78.3594,75.5977,77.5547,0.9437,1.2318,"16,279,836","1,262,691,888"
